ID,Note,Amount,Category,Account,Currency,Date,Event,Exclude Report
1161,Pâine,-4.2,Restaurants,Cash,RON,27/04/2020,No,False
1162,Profi,-277.51,Restaurants,Cash,RON,26/04/2020,No,False
1163,La ses,-50,Restaurants,Cash,RON,25/04/2020,No,False
1164,Sabina,80,Gifts,Cash,RON,23/04/2020,No,False
1165,Pubg pass,-48.39,Games,Cash,RON,22/04/2020,No,False
1166,Donație Wikipedia,-11.5,Gifts & Donations,Cash,RON,22/04/2020,No,False
1167,Kaufland,-9.78,Restaurants,Cash,RON,21/04/2020,No,False
1168,Decathlon,-210,Sports,Cash,RON,18/04/2020,No,False
1169,Profi,-265.26,Restaurants,Cash,RON,14/04/2020,No,False
1170,La ses,-39,Restaurants,Cash,RON,12/04/2020,No,False
1171,,-119.24,Water Bill,Cash,RON,12/04/2020,No,False
1172,,-61.78,Electricity Bill,Cash,RON,12/04/2020,No,False
1173,Resident Evil Revelations 2,-43.15,Games,Cash,RON,12/04/2020,No,False
1174,,3180,Salary,Cash,RON,06/04/2020,No,False
1175,Bonus SDL,2488,Gifts,Cash,RON,06/04/2020,No,False
1176,Bonuri masa,308,Salary,Cash,RON,03/04/2020,No,False
1177,Premium War Thunder,-79.78,Games,Cash,RON,31/03/2020,No,False
1178,Adjust Balance,-200.53,Other Expense,Cash,RON,31/03/2020,No,True
1179,Scaun,-302.6,Home Improvement,Cash,RON,29/03/2020,No,False
1180,Profi,-303.38,Restaurants,Cash,RON,27/03/2020,No,False
1181,,-70.44,Internet Bill,Cash,RON,27/03/2020,No,False
1182,Nurofen,-20.75,Pharmacy,Cash,RON,27/03/2020,No,False
1183,La fântâna,-18.25,Restaurants,Cash,RON,21/03/2020,No,False
1184,Laura,-230,Friends & Lover,Cash,RON,19/03/2020,No,False
1185,,-35.67,Restaurants,Cash,RON,16/03/2020,No,False
1186,Cora,-396.9,Restaurants,Cash,RON,15/03/2020,No,False
1187,,-98.89,Petrol,Cash,RON,15/03/2020,No,False
1188,"Ghiozdan, husa ghiozdan",-99.89,Sports,Cash,RON,15/03/2020,No,False
1189,Bere,-29.69,Food & Beverage,Cash,RON,13/03/2020,No,False
1190,Salată,-22,Restaurants,Cash,RON,12/03/2020,No,False
1191,,-2500,Family,Cash,RON,11/03/2020,No,False
1192,Impozit,-443,Other Expense,Cash,RON,11/03/2020,No,False
1193,Salată,-20,Restaurants,Cash,RON,10/03/2020,No,False
1194,Fresh box,-15,Restaurants,Cash,RON,09/03/2020,No,False
1195,Auchan,-302.79,Shopping,Cash,RON,08/03/2020,No,False
1196,Laura,500,Gifts,Cash,RON,06/03/2020,No,False
1197,Bere,-10,Food & Beverage,Cash,RON,05/03/2020,No,False
1198,Fresh box,-19,Restaurants,Cash,RON,05/03/2020,No,False
1199,"Orange, Laura",-28.97,Phone Bill,Cash,RON,05/03/2020,No,False
1200,Laura,-50,Friends & Lover,Cash,RON,05/03/2020,No,False
1201,Adjust Balance,-48.69,Other Expense,Cash,RON,05/03/2020,No,True
1202,,3187,Salary,Cash,RON,05/03/2020,No,False
1203,Bonuri masa,238,Salary,Cash,RON,05/03/2020,No,False
1204,Vin,-11,Food & Beverage,Cash,RON,04/03/2020,No,False
1205,Agape,-21,Restaurants,Cash,RON,04/03/2020,No,False
1206,Avans Photobooth,-200,Family,Cash,RON,04/03/2020,No,False
1207,Bilete Sabaton,-387,Entertainment,Cash,RON,01/03/2020,No,False
1208,Vin,-28,Food & Beverage,Cash,RON,29/02/2020,No,False
1209,Profi,-98.32,Restaurants,Cash,RON,29/02/2020,No,False
1210,Bilet CTP,-2.5,Transportation,Cash,RON,29/02/2020,No,False
1211,Cartofi Adriana,-20,Family,Cash,RON,29/02/2020,No,False
1212,Bere,-10,Food & Beverage,Cash,RON,28/02/2020,No,False
1213,Mărțișoare,-25,Friends & Lover,Cash,RON,28/02/2020,No,False
1214,Bere,-49,Food & Beverage,Cash,RON,27/02/2020,No,False
1215,Shadow,-51,Restaurants,Cash,RON,27/02/2020,No,False
1216,Mega Image,-13.48,Restaurants,Cash,RON,26/02/2020,No,False
1217,Fresh box,-16,Restaurants,Cash,RON,26/02/2020,No,False
1218,Pablito,-12,Restaurants,Cash,RON,25/02/2020,No,False
1219,,-66.09,Internet Bill,Cash,RON,25/02/2020,No,False
1220,Mihael - pentru Ungaria,180,Other Income,Cash,RON,25/02/2020,No,False
1221,Fresh box,-19,Restaurants,Cash,RON,24/02/2020,No,False
1222,Dora - pentru Ungaria,186,Other Income,Cash,RON,23/02/2020,No,False
1223,Degustare Motel Gilău,-160,Restaurants,Cash,RON,22/02/2020,No,False
1224,La șes,-40,Restaurants,Cash,RON,22/02/2020,No,False
1225,,-156.57,Petrol,Cash,RON,22/02/2020,No,False
1226,Bogdan - pentru Ungaria,173.98,Other Income,Cash,RON,22/02/2020,No,False
1227,The buffet Baia Mare,-140,Restaurants,Cash,RON,21/02/2020,No,False
1228,,-293.21,Petrol,Cash,RON,21/02/2020,No,False
1229,Ridicare mașină Budapesta,-317.75,Fees & Charges,Cash,RON,21/02/2020,No,False
1230,Trofeo grill Budapest,-141.91,Restaurants,Cash,RON,20/02/2020,No,False
1231,Aldi,-27.21,Restaurants,Cash,RON,19/02/2020,No,False
1232,Pizza,-27,Restaurants,Cash,RON,19/02/2020,No,False
1233,Vigneta Ungaria,-70,Transportation,Cash,RON,19/02/2020,No,False
1234,,-85,Petrol,Cash,RON,19/02/2020,No,False
1235,Fresh box,-14,Restaurants,Cash,RON,18/02/2020,No,False
1236,Carrefour,-160.15,Restaurants,Cash,RON,16/02/2020,No,False
1237,London Brothers,-36,Restaurants,Cash,RON,15/02/2020,No,False
1238,Apa,-5.2,Restaurants,Cash,RON,14/02/2020,No,False
1239,Spartan,-44.48,Restaurants,Cash,RON,14/02/2020,No,False
1240,Laura,-15.29,Friends & Lover,Cash,RON,14/02/2020,No,False
1241,ITP,-150,Maintenance,Cash,RON,13/02/2020,No,False
1242,Fresh box,-19,Restaurants,Cash,RON,12/02/2020,No,False
1243,Mega Image,-1.99,Restaurants,Cash,RON,11/02/2020,No,False
1244,Babgulyas,-11.2,Restaurants,Cash,RON,09/02/2020,No,False
1245,Parfum auto,-30,Maintenance,Cash,RON,09/02/2020,No,False
1246,Detergent rufe,-33.7,Shopping,Cash,RON,09/02/2020,No,False
1247,Medicamente Ady,-50,Pharmacy,Cash,RON,09/02/2020,No,False
1248,Bere,-70,Food & Beverage,Cash,RON,08/02/2020,No,False
1249,La șes,-20,Restaurants,Cash,RON,08/02/2020,No,False
1250,,-15,Taxi,Cash,RON,08/02/2020,No,False
1251,Bilet CTP,-2.5,Transportation,Cash,RON,07/02/2020,No,False
1252,Powerball,-100,Sports,Cash,RON,07/02/2020,No,False
1253,Mega Image,-6.5,Restaurants,Cash,RON,06/02/2020,No,False
1254,Avans decor,-500,Family,Cash,RON,06/02/2020,No,False
1255,,3175,Salary,Cash,RON,06/02/2020,No,False
1256,Paste,-4,Restaurants,Cash,RON,05/02/2020,No,False
1257,Bonuri masa,266,Salary,Cash,RON,05/02/2020,No,False
1258,Fresh box,-19,Restaurants,Cash,RON,04/02/2020,No,False
1259,Fresh box,-15.5,Restaurants,Cash,RON,03/02/2020,No,False
1260,"Orange, Laura",-28.79,Phone Bill,Cash,RON,03/02/2020,No,False
1261,Taxa Extras carte funciara,-60,Fees & Charges,Cash,RON,03/02/2020,No,False
1262,Profi,-110.2,Restaurants,Cash,RON,02/02/2020,No,False
1263,,-125.6,Petrol,Cash,RON,01/02/2020,No,False
1264,McDonald's,-16.5,Restaurants,Cash,RON,30/01/2020,No,False
1265,,-74.03,Internet Bill,Cash,RON,30/01/2020,No,False
1266,Apa,-3,Food & Beverage,Cash,RON,29/01/2020,No,False
1267,Mega Image,-6,Restaurants,Cash,RON,29/01/2020,No,False
1268,Fresh box,-16,Restaurants,Cash,RON,29/01/2020,No,False
1269,,-62.2,Electricity Bill,Cash,RON,29/01/2020,No,False
1270,,-2500,Family,Cash,RON,29/01/2020,No,False
1271,Mega Image,-17.4,Restaurants,Cash,RON,28/01/2020,No,False
1272,Bilet CTP,-5,Transportation,Cash,RON,28/01/2020,No,False
1273,Schimb proiector,-150,Maintenance,Cash,RON,27/01/2020,No,False
1274,Bulgakov,-206.2,Restaurants,Cash,RON,26/01/2020,No,False
1275,Pubg pass,-47.77,Games,Cash,RON,24/01/2020,No,False
1276,Agape,-35.8,Restaurants,Cash,RON,23/01/2020,No,False
1277,,-132,Water Bill,Cash,RON,23/01/2020,No,False
1278,Fresh box,-14,Restaurants,Cash,RON,22/01/2020,No,False
1279,Fresh box,-19,Restaurants,Cash,RON,21/01/2020,No,False
1280,BT,-1,Fees & Charges,Cash,RON,21/01/2020,No,False
1281,La șes,-60,Restaurants,Cash,RON,19/01/2020,No,False
1282,Cazare Budapesta,-254.96,Travel,Cash,RON,19/01/2020,No,False
1283,Nobil sushi,-55,Restaurants,Cash,RON,18/01/2020,No,False
1284,Invitatii nuntă,-187,Family,Cash,RON,18/01/2020,No,False
1285,Vlad Nedelea,-15,Friends & Lover,Cash,RON,14/01/2020,No,False
1286,Tarancuta,-10,Restaurants,Cash,RON,13/01/2020,No,False
1287,Profi,-25.05,Restaurants,Cash,RON,12/01/2020,No,False
1288,Big Belly,-52,Restaurants,Cash,RON,11/01/2020,No,False
1289,Fresh box,-14,Restaurants,Cash,RON,09/01/2020,No,False
1290,Fresh box,-18,Restaurants,Cash,RON,08/01/2020,No,False
1291,,-63.23,Electricity Bill,Cash,RON,08/01/2020,No,False
1292,Laura,1000,Gifts,Cash,RON,08/01/2020,No,False
1293,Fresh box,-18,Restaurants,Cash,RON,07/01/2020,No,False
1294,,3150,Salary,Cash,RON,07/01/2020,No,False
1295,Bonuri masa,210,Salary,Cash,RON,07/01/2020,No,False
1296,Profi,-72.13,Restaurants,Cash,RON,06/01/2020,No,False
1297,Fresh box,-7.5,Restaurants,Cash,RON,06/01/2020,No,False
1298,Parcare 6 luni,-600,Parking Fees,Cash,RON,06/01/2020,No,False
1299,Mama,20,Gifts,Cash,RON,06/01/2020,No,False
1300,Bere,-35,Food & Beverage,Cash,RON,05/01/2020,No,False
1301,,-275,Petrol,Cash,RON,05/01/2020,No,False
1302,Camere 29,-29.8,Bike,Cash,RON,05/01/2020,No,False
1303,Bilet CTP,-2.5,Transportation,Cash,RON,04/01/2020,No,False
1304,Tudi,-60,Friends & Lover,Cash,RON,04/01/2020,No,False
1305,"Orange, Laura",-28.44,Phone Bill,Cash,RON,03/01/2020,No,False
1306,Frigider,-2329.99,Home Improvement,Cash,RON,03/01/2020,No,False
1307,Cora,-104.75,Restaurants,Cash,RON,02/01/2020,No,False
1308,Camera și unelte bicicleta,-104.7,Bike,Cash,RON,01/01/2020,No,False
1309,Vlad,-100,Friends & Lover,Cash,RON,30/12/2019,No,False
1310,,-57.69,Internet Bill,Cash,RON,28/12/2019,No,False
1311,La șes,-20,Restaurants,Cash,RON,27/12/2019,No,False
1312,,-24.5,Movies,Cash,RON,25/12/2019,No,False
1313,Mama,300,Gifts,Cash,RON,23/12/2019,No,False
1314,Bere,-12,Food & Beverage,Cash,RON,21/12/2019,No,False
1315,,-119,Water Bill,Cash,RON,19/12/2019,No,False
1316,Profi,-45.75,Restaurants,Cash,RON,18/12/2019,No,False
1317,Shanghai,-17,Restaurants,Cash,RON,18/12/2019,No,False
1318,Bilet CTP,-5,Transportation,Cash,RON,17/12/2019,No,False
1319,Mega Image,-20.05,Restaurants,Cash,RON,16/12/2019,No,False
1320,,-20,Taxi,Cash,RON,14/12/2019,No,False
1321,Profi,-13.38,Restaurants,Cash,RON,13/12/2019,No,False
1322,Sandwich,-6,Restaurants,Cash,RON,13/12/2019,No,False
1323,Bilet CTP,-2.5,Transportation,Cash,RON,13/12/2019,No,False
1324,Antifurt bicicleta,-120,Transportation,Cash,RON,13/12/2019,No,False
1325,,-178.25,Petrol,Cash,RON,13/12/2019,No,False
1326,Moștenire cont tata,1170.79,Other Income,Cash,RON,13/12/2019,No,False
1327,Agape,-38.25,Restaurants,Cash,RON,12/12/2019,No,False
1328,,-120,Water Bill,Cash,RON,12/12/2019,No,False
1329,,-137.05,Gas Bill,Cash,RON,12/12/2019,No,False
1330,Agape,-19,Restaurants,Cash,RON,11/12/2019,No,False
1331,Fresh box,-18,Restaurants,Cash,RON,10/12/2019,No,False
1332,Ciocolată,-17.84,Restaurants,Cash,RON,10/12/2019,No,False
1333,Ciocolată,-10.8,Restaurants,Cash,RON,08/12/2019,No,False
1334,Vulpe pluș Laura,-30,Friends & Lover,Cash,RON,08/12/2019,No,False
1335,Vin Nagy tata,-22,Friends & Lover,Cash,RON,08/12/2019,No,False
1336,Cadou Crăciun fetiță,-75.63,Charity,Cash,RON,08/12/2019,No,False
1337,,3150,Salary,Cash,RON,06/12/2019,No,False
1338,Irish,-35.97,Restaurants,Cash,RON,04/12/2019,No,False
1339,Agape,-24,Restaurants,Cash,RON,04/12/2019,No,False
1340,Bonuri masa,294,Salary,Cash,RON,04/12/2019,No,False
1341,Mega Image,-21.82,Restaurants,Cash,RON,03/12/2019,No,False
1342,McDonald's,-16.5,Restaurants,Cash,RON,02/12/2019,No,False
1343,Pizza hut,-21,Restaurants,Cash,RON,30/11/2019,No,False
1344,"Suc, apa",-8.8,Restaurants,Cash,RON,30/11/2019,No,False
1345,Dedeman - broaște uși,-54.18,Home Improvement,Cash,RON,30/11/2019,No,False
1346,Fresh box,-14,Restaurants,Cash,RON,28/11/2019,No,False
1347,Fresh box,-18,Restaurants,Cash,RON,27/11/2019,No,False
1348,Tarancuta,-5,Restaurants,Cash,RON,26/11/2019,No,False
1349,,-51.12,Internet Bill,Cash,RON,26/11/2019,No,False
1350,Agape,-19,Restaurants,Cash,RON,25/11/2019,No,False
1351,Big Belly,-60,Restaurants,Cash,RON,24/11/2019,No,False
1352,Spalare interior/exterior,-55,Maintenance,Cash,RON,23/11/2019,No,False
1353,Revizie centrala,-140,Gas Bill,Cash,RON,22/11/2019,No,False
1354,Revizie bicicleta,-145,Bike,Cash,RON,22/11/2019,No,False
1355,Profi,-77.46,Shopping,Cash,RON,20/11/2019,No,False
1356,Agape,-19,Restaurants,Cash,RON,19/11/2019,No,False
1357,Fresh box,-18,Restaurants,Cash,RON,18/11/2019,No,False
1358,La șes,-50,Restaurants,Cash,RON,16/11/2019,No,False
1359,Bere,-67,Food & Beverage,Cash,RON,14/11/2019,No,False
1360,Mega Image,-13.55,Restaurants,Cash,RON,14/11/2019,No,False
1361,Mega Image,-3.84,Restaurants,Cash,RON,13/11/2019,No,False
1362,,-41.35,Gas Bill,Cash,RON,13/11/2019,No,False
1363,Revizie + schimb ulei transmisie,-700,Maintenance,Cash,RON,13/11/2019,No,False
1364,Mega Image,-5.95,Restaurants,Cash,RON,12/11/2019,No,False
1365,Laura,-5,Friends & Lover,Cash,RON,12/11/2019,No,False
1366,Fresh box,-13,Restaurants,Cash,RON,11/11/2019,No,False
1367,7card,-89,Sports,Cash,RON,11/11/2019,No,False
1368,Agape,-18,Restaurants,Cash,RON,07/11/2019,No,False
1369,Agape,-16,Restaurants,Cash,RON,06/11/2019,No,False
1370,Bilet CTP,-2.5,Transportation,Cash,RON,06/11/2019,No,False
1371,Tovani,-21.7,Shopping,Cash,RON,06/11/2019,No,False
1372,,3595,Salary,Cash,RON,06/11/2019,No,False
1373,SSD M.2 Crucial,-549,Electronics,Cash,RON,05/11/2019,No,False
1374,Bonuri masa,308,Salary,Cash,RON,05/11/2019,No,False
1375,Fresh box,-18,Restaurants,Cash,RON,04/11/2019,No,False
1376,Orange,-23.79,Phone Bill,Cash,RON,04/11/2019,No,False
1377,Încărcător acumulatori,-29.99,Electronics,Cash,RON,04/11/2019,No,False
1378,Decathlon,-110.8,Sports,Cash,RON,04/11/2019,No,False
1379,Lidl,-132.85,Shopping,Cash,RON,02/11/2019,No,False
1380,Project Cars 2,-83.45,Games,Cash,RON,02/11/2019,No,False
1381,Adjust Balance,-229.92,Other Expense,Cash,RON,02/11/2019,No,True
1382,Laura,100,Gifts,Cash,RON,02/11/2019,No,False
1383,,-51.85,Electricity Bill,Cash,RON,01/11/2019,No,False
1384,,-270.1,Petrol,Cash,RON,01/11/2019,No,False
1385,Lumânări,-13.8,Other Expense,Cash,RON,01/11/2019,No,False
1386,"Orange, Laura",-28.31,Phone Bill,Cash,RON,31/10/2019,No,False
1387,Mama,100,Gifts,Cash,RON,30/10/2019,No,False
1388,Netflix,-25,Entertainment,Cash,RON,29/10/2019,No,False
1389,Mega Image,-5.7,Restaurants,Cash,RON,28/10/2019,No,False
1390,,-35.22,Internet Bill,Cash,RON,27/10/2019,No,False
1391,La opera,-18.5,Restaurants,Cash,RON,24/10/2019,No,False
1392,,-140,Water Bill,Cash,RON,24/10/2019,No,False
1393,Adaptor Display port - VGA,-58,Electronics,Cash,RON,24/10/2019,No,False
1394,,-3000,Family,Cash,RON,24/10/2019,No,False
1395,Pablito,-23.4,Restaurants,Cash,RON,23/10/2019,No,False
1396,Fresh box,-17,Restaurants,Cash,RON,22/10/2019,No,False
1397,Aniversare,-22.47,Friends & Lover,Cash,RON,22/10/2019,No,False
1398,Spartan,-29,Restaurants,Cash,RON,19/10/2019,No,False
1399,Carrefour,-16.17,Shopping,Cash,RON,19/10/2019,No,False
1400,Mega Image,-11.23,Restaurants,Cash,RON,17/10/2019,No,False
1401,Bilet una scurta,-70,Entertainment,Cash,RON,16/10/2019,No,False
1402,Șervețele ochelari,-12,Health & Fitness,Cash,RON,16/10/2019,No,False
1403,,-13,Charity,Cash,RON,16/10/2019,No,False
1404,Mega Image,-18.31,Restaurants,Cash,RON,15/10/2019,No,False
1405,,-55.7,Electricity Bill,Cash,RON,15/10/2019,No,False
1406,Bere,-10,Food & Beverage,Cash,RON,14/10/2019,No,False
1407,Mega Image,-24.97,Restaurants,Cash,RON,14/10/2019,No,False
1408,Remo Turda,-43,Restaurants,Cash,RON,12/10/2019,No,False
1409,Profi,-73.23,Shopping,Cash,RON,12/10/2019,No,False
1410,Bilete cheile Turzii,-12,Travel,Cash,RON,12/10/2019,No,False
1411,,-50.5,Pharmacy,Cash,RON,12/10/2019,No,False
1412,Bere,-46,Food & Beverage,Cash,RON,11/10/2019,No,False
1413,Pablito,-23.4,Restaurants,Cash,RON,10/10/2019,No,False
1414,Agape,-19.6,Restaurants,Cash,RON,09/10/2019,No,False
1415,7card,-89,Sports,Cash,RON,09/10/2019,No,False
1416,Mega Image,-18.72,Restaurants,Cash,RON,07/10/2019,No,False
1417,Laura,400,Gifts,Cash,RON,07/10/2019,No,False
1418,,-60,Restaurants,Cash,RON,05/10/2019,No,False
1419,Ochelari,-378,Health & Fitness,Cash,RON,04/10/2019,No,False
1420,,3145,Salary,Cash,RON,04/10/2019,No,False
1421,Agape,-22,Restaurants,Cash,RON,03/10/2019,No,False
1422,Tuns,-25,Personal Care,Cash,RON,03/10/2019,No,False
1423,Bonuri masa,266,Salary,Cash,RON,03/10/2019,No,False
1424,La șes,-55,Restaurants,Cash,RON,30/09/2019,No,False
1425,Avans ochelari,-250,Health & Fitness,Cash,RON,30/09/2019,No,False
1426,Revolut - Invitation bonus,50,Gifts,Cash,RON,30/09/2019,No,False
1427,Cora,-124.35,Shopping,Cash,RON,29/09/2019,No,False
1428,Bere,-21,Food & Beverage,Cash,RON,28/09/2019,No,False
1429,Irish,-30,Restaurants,Cash,RON,28/09/2019,No,False
1430,Mega Image,-13.66,Restaurants,Cash,RON,26/09/2019,No,False
1431,Laura,-5,Friends & Lover,Cash,RON,26/09/2019,No,False
1432,McDonald's,-16.5,Restaurants,Cash,RON,25/09/2019,No,False
1433,,-39.19,Internet Bill,Cash,RON,25/09/2019,No,False
1434,Agape,-21,Restaurants,Cash,RON,24/09/2019,No,False
1435,,-24.49,Phone Bill,Cash,RON,24/09/2019,No,False
1436,Bilete 5FDP,-456.67,Entertainment,Cash,RON,24/09/2019,No,False
1437,Pablito,-23.4,Restaurants,Cash,RON,23/09/2019,No,False
1438,,-70,Restaurants,Cash,RON,22/09/2019,No,False
1439,Catalina - pt. motorina,35,Gifts,Cash,RON,22/09/2019,No,False
1440,Carrefour,-321.14,Shopping,Cash,RON,21/09/2019,No,False
1441,Decathlon,-5.7,Sports,Cash,RON,21/09/2019,No,False
1442,Agape,-16,Restaurants,Cash,RON,19/09/2019,No,False
1443,Asociatie bloc,-123.5,Water Bill,Cash,RON,19/09/2019,No,False
1444,,-52.6,Gas Bill,Cash,RON,19/09/2019,No,False
1445,Il Milanese,-5,Restaurants,Cash,RON,18/09/2019,No,False
1446,Fresh box,-17,Restaurants,Cash,RON,17/09/2019,No,False
1447,,-700,Electronics,Cash,RON,17/09/2019,No,False
1448,Pablito,-19.8,Restaurants,Cash,RON,16/09/2019,No,False
1449,Amazfit Bip Laura,-200,Friends & Lover,Cash,RON,16/09/2019,No,False
1450,Soto Chef,-19,Restaurants,Cash,RON,12/09/2019,No,False
1451,Aquina,-12,Sports,Cash,RON,12/09/2019,No,False
1452,Agape,-19,Restaurants,Cash,RON,11/09/2019,No,False
1453,Pablito,-27,Restaurants,Cash,RON,09/09/2019,No,False
1454,7card,-89,Sports,Cash,RON,09/09/2019,No,False
1455,Bere,-250,Food & Beverage,Cash,RON,06/09/2019,No,False
1456,,-142,Electricity Bill,Cash,RON,06/09/2019,No,False
1457,,2640,Salary,Cash,RON,06/09/2019,No,False
1458,Bonuri masa,224,Salary,Cash,RON,06/09/2019,No,False
1459,Laura,150,Gifts,Cash,RON,06/09/2019,No,False
1460,Taxa buletin,-7,Fees & Charges,Cash,RON,04/09/2019,No,False
1461,Agape,-16,Restaurants,Cash,RON,03/09/2019,No,False
1462,,-44.75,Gas Bill,Cash,RON,03/09/2019,No,False
1463,Vin,-15,Food & Beverage,Cash,RON,01/09/2019,No,False
1464,La șes,-60,Restaurants,Cash,RON,01/09/2019,No,False
1465,Bere,-55,Food & Beverage,Cash,RON,29/08/2019,No,False
1466,Agape,-16,Restaurants,Cash,RON,29/08/2019,No,False
1467,,-121,Water Bill,Cash,RON,29/08/2019,No,False
1468,Becuri poziție,-6,Maintenance,Cash,RON,29/08/2019,No,False
1469,Guma de mestecat,-4.6,Personal Care,Cash,RON,29/08/2019,No,False
1470,Agape,-16,Restaurants,Cash,RON,28/08/2019,No,False
1471,Pablito,-19.8,Restaurants,Cash,RON,27/08/2019,No,False
1472,,-23.62,Phone Bill,Cash,RON,27/08/2019,No,False
1473,,-39.22,Internet Bill,Cash,RON,27/08/2019,No,False
1474,McDonald's,-18.4,Restaurants,Cash,RON,26/08/2019,No,False
1475,Tras arma M1911,-155,Entertainment,Cash,RON,25/08/2019,No,False
1476,Mama,300,Gifts,Cash,RON,25/08/2019,No,False
1477,Interventie gaz,-40,Gas Bill,Cash,RON,23/08/2019,No,False
1478,Agape,-16,Restaurants,Cash,RON,22/08/2019,No,False
1479,Agape,-16,Restaurants,Cash,RON,21/08/2019,No,False
1480,,-56.5,Electricity Bill,Cash,RON,21/08/2019,No,False
1481,,-44.55,Gas Bill,Cash,RON,21/08/2019,No,False
1482,Lidl,-198.56,Shopping,Cash,RON,21/08/2019,No,False
1483,Pablito,-26,Restaurants,Cash,RON,20/08/2019,No,False
1484,Vodka Bala,-38,Friends & Lover,Cash,RON,19/08/2019,No,False
1485,Bere,-34.92,Food & Beverage,Cash,RON,18/08/2019,No,False
1486,Big Belly,-60,Restaurants,Cash,RON,18/08/2019,No,False
1487,Profi,-34.27,Restaurants,Cash,RON,16/08/2019,No,False
1488,Bazin,-3,Sports,Cash,RON,16/08/2019,No,False
1489,Energizant,-7.4,Food & Beverage,Cash,RON,15/08/2019,No,False
1490,,-79,Restaurants,Cash,RON,15/08/2019,No,False
1491,,-91.7,Petrol,Cash,RON,15/08/2019,No,False
1492,Apa,-10,Restaurants,Cash,RON,14/08/2019,No,False
1493,,-52,Restaurants,Cash,RON,14/08/2019,No,False
1494,,-20,Parking Fees,Cash,RON,14/08/2019,No,False
1495,Bere,-18,Food & Beverage,Cash,RON,13/08/2019,No,False
1496,Mega Image,-13.85,Restaurants,Cash,RON,13/08/2019,No,False
1497,McDonald's,-11,Restaurants,Cash,RON,13/08/2019,No,False
1498,Inghetata,-9.5,Restaurants,Cash,RON,13/08/2019,No,False
1499,,-100.3,Petrol,Cash,RON,13/08/2019,No,False
1500,Cazare București,-135,Travel,Cash,RON,13/08/2019,No,False
1501,Shanghai,-38.8,Restaurants,Cash,RON,10/08/2019,No,False
1502,Spalare interior/exterior,-55,Maintenance,Cash,RON,10/08/2019,No,False
1503,Cora,-58.2,Shopping,Cash,RON,10/08/2019,No,False
1504,Bazin,-3,Sports,Cash,RON,10/08/2019,No,False
1505,Laura,400,Gifts,Cash,RON,08/08/2019,No,False
1506,Soto Chef,-13,Restaurants,Cash,RON,07/08/2019,No,False
1507,Bilet CTP,-2.5,Transportation,Cash,RON,07/08/2019,No,False
1508,Volk,-78,Friends & Lover,Cash,RON,07/08/2019,No,False
1509,Pancake house,-21,Restaurants,Cash,RON,06/08/2019,No,False
1510,7card,-89,Sports,Cash,RON,06/08/2019,No,False
1511,,2650,Salary,Cash,RON,06/08/2019,No,False
1512,Bonuri masa,322,Salary,Cash,RON,05/08/2019,No,False
1513,Cabana,-60,Food & Beverage,Cash,RON,04/08/2019,No,False
1514,Big Belly,-60,Restaurants,Cash,RON,02/08/2019,No,False
1515,,-83.5,Petrol,Cash,RON,02/08/2019,No,False
1516,Cabana,-209,Travel,Cash,RON,02/08/2019,No,False
1517,Agape,-16,Restaurants,Cash,RON,01/08/2019,No,False
1518,Profi,-49.4,Restaurants,Cash,RON,28/07/2019,No,False
1519,Flori mama,-10,Friends & Lover,Cash,RON,28/07/2019,No,False
1520,Spartan,-29,Restaurants,Cash,RON,27/07/2019,No,False
1521,,-283.42,Shopping,Cash,RON,27/07/2019,No,False
1522,Cadou mama si Adriana,-50,Friends & Lover,Cash,RON,27/07/2019,No,False
1523,Agape,-16,Restaurants,Cash,RON,25/07/2019,No,False
1524,,-24.4,Phone Bill,Cash,RON,25/07/2019,No,False
1525,,-39.19,Internet Bill,Cash,RON,25/07/2019,No,False
1526,Scaun,-38,Home Improvement,Cash,RON,25/07/2019,No,False
1527,Agape,-20,Restaurants,Cash,RON,24/07/2019,No,False
1528,Pubg pass,-47.44,Games,Cash,RON,24/07/2019,No,False
1529,Shanghai,-25,Restaurants,Cash,RON,23/07/2019,No,False
1530,Pablito,-22,Restaurants,Cash,RON,22/07/2019,No,False
1531,Bere,-15,Food & Beverage,Cash,RON,20/07/2019,No,False
1532,Gente,-59,Restaurants,Cash,RON,20/07/2019,No,False
1533,Bere,-6,Food & Beverage,Cash,RON,19/07/2019,No,False
1534,Rosa,-13,Restaurants,Cash,RON,19/07/2019,No,False
1535,ELM327 OBD,-40,Maintenance,Cash,RON,19/07/2019,No,False
1536,Șervețele umede,-1.2,Personal Care,Cash,RON,19/07/2019,No,False
1537,Agape,-13.5,Restaurants,Cash,RON,18/07/2019,No,False
1538,,-93.9,Water Bill,Cash,RON,18/07/2019,No,False
1539,Extract afine,-13.2,Pharmacy,Cash,RON,18/07/2019,No,False
1540,Shanghai,-19,Restaurants,Cash,RON,17/07/2019,No,False
1541,Bilet CTP,-5,Transportation,Cash,RON,17/07/2019,No,False
1542,Lidl,-21.88,Shopping,Cash,RON,17/07/2019,No,False
1543,Agape,-16,Restaurants,Cash,RON,16/07/2019,No,False
1544,Profi,-20.85,Shopping,Cash,RON,14/07/2019,No,False
1545,Profi,-21.5,Shopping,Cash,RON,14/07/2019,No,False
1546,Agape,-16,Restaurants,Cash,RON,11/07/2019,No,False
1547,Agape,-21,Restaurants,Cash,RON,10/07/2019,No,False
