ID,Note,Amount,Category,Account,Currency,Date,Event,Exclude Report
376,Remitere card BT,-5,Fees & Charges,Cash,RON,05/04/2022,No,False
377,Router wireless,-399.99,Electronics,Cash,RON,04/04/2022,No,False
378,Bonuri masa,391,Salary,Cash,RON,04/04/2022,No,False
379,"Bormașină, burghie",-257.34,Home Improvement,Cash,RON,02/04/2022,No,False
380,Stradale,-26,Restaurants,Cash,RON,30/03/2022,No,False
381,"Sina draperii, console de montaj",-532.45,Home Improvement,Cash,RON,30/03/2022,No,False
382,Euphoria,-10,Restaurants,Cash,RON,29/03/2022,No,False
383,Stradale,-12,Restaurants,Cash,RON,29/03/2022,No,False
384,Crema mâini,-10.29,Personal Care,Cash,RON,29/03/2022,No,False
385,Schimb anvelope,-70,Maintenance,Cash,RON,26/03/2022,No,False
386,,-392.54,Petrol,Cash,RON,25/03/2022,No,False
387,,-156.68,Water Bill,Cash,RON,24/03/2022,No,False
388,Mega Image,-11.44,Restaurants,Cash,RON,23/03/2022,No,False
389,Stradale,-25,Restaurants,Cash,RON,23/03/2022,No,False
390,"Lumini bicicleta, teniși",-310.98,Sports,Cash,RON,22/03/2022,No,False
391,Suc,-9.26,Food & Beverage,Cash,RON,19/03/2022,No,False
392,Pizza,-18,Restaurants,Cash,RON,19/03/2022,No,False
393,,-4.63,Parking Fees,Cash,RON,19/03/2022,No,False
394,Darts,-2,Games,Cash,RON,19/03/2022,No,False
395,Pepsi,-6.5,Food & Beverage,Cash,RON,17/03/2022,No,False
396,Stradale,-26,Restaurants,Cash,RON,17/03/2022,No,False
397,Furtune baterii,-43,Home Improvement,Cash,RON,12/03/2022,No,False
398,Cadou Loredana,-50,Other Expense,Cash,RON,10/03/2022,No,False
399,Stradale,-27,Restaurants,Cash,RON,09/03/2022,No,False
400,,6795,Salary,Cash,RON,07/03/2022,No,False
401,Cora,-61.25,Restaurants,Cash,RON,06/03/2022,No,False
402,Fornetti,-5,Restaurants,Cash,RON,05/03/2022,No,False
403,Spalare interior/exterior,-65,Maintenance,Cash,RON,05/03/2022,No,False
404,Furtune baterii,-61,Home Improvement,Cash,RON,05/03/2022,No,False
405,"Dedeman, becuri, scule tăiat",-829.16,Home Improvement,Cash,RON,05/03/2022,No,False
406,Stradale,-27,Restaurants,Cash,RON,03/03/2022,No,False
407,Bonuri masa,272,Salary,Cash,RON,03/03/2022,No,False
408,Stradale,-38,Restaurants,Cash,RON,02/03/2022,No,False
409,Laura,-10,Friends & Lover,Cash,RON,02/03/2022,No,False
410,Mama,-10,Friends & Lover,Cash,RON,02/03/2022,No,False
411,,-50,Charity,Cash,RON,01/03/2022,No,False
412,Dulap lavoar,-2200,Home Improvement,Cash,RON,01/03/2022,No,False
413,,-164.27,Water Bill,Cash,RON,27/02/2022,No,False
414,,-52.41,Internet Bill,Cash,RON,27/02/2022,No,False
415,,-348.09,Petrol,Cash,RON,26/02/2022,No,False
416,,-206.64,Petrol,Cash,RON,25/02/2022,No,False
417,,-40,Charity,Cash,RON,19/02/2022,No,False
418,Ceai mușețel,-2.74,Pharmacy,Cash,RON,17/02/2022,No,False
419,Premium pizza,-60,Restaurants,Cash,RON,16/02/2022,No,False
420,Stradale,-25,Restaurants,Cash,RON,15/02/2022,No,False
421,Garlic,-15,Restaurants,Cash,RON,12/02/2022,No,False
422,Carrefour,-359.64,Restaurants,Cash,RON,12/02/2022,No,False
423,,-7.52,Parking Fees,Cash,RON,12/02/2022,No,False
424,Doru si Miha,-1000,Friends & Lover,Cash,RON,12/02/2022,No,False
425,Impozit auto,-189,Transportation,Cash,RON,10/02/2022,No,False
426,ITP,-200,Maintenance,Cash,RON,10/02/2022,No,False
427,Impozit apartament,-306,Fees & Charges,Cash,RON,10/02/2022,No,False
428,,7103,Salary,Cash,RON,04/02/2022,No,False
429,Bonuri masa,272,Salary,Cash,RON,02/02/2022,No,False
430,Carrefour,-51.56,Restaurants,Cash,RON,28/01/2022,No,False
431,"Masti, medicamente",-63.49,Health & Fitness,Cash,RON,28/01/2022,No,False
432,Ady - RX 580 4GB,-970,Friends & Lover,Cash,RON,27/01/2022,No,False
433,,-150.61,Water Bill,Cash,RON,26/01/2022,No,False
434,,-52.47,Internet Bill,Cash,RON,26/01/2022,No,False
435,Test PCR covid,-250,Doctor,Cash,RON,26/01/2022,No,False
436,Teste covid,-179,Pharmacy,Cash,RON,26/01/2022,No,False
437,Mega Image,-7.23,Restaurants,Cash,RON,20/01/2022,No,False
438,Stradale,-23,Restaurants,Cash,RON,20/01/2022,No,False
439,Profi,-167.38,Restaurants,Cash,RON,15/01/2022,No,False
440,Dedeman,-74.99,Home Improvement,Cash,RON,15/01/2022,No,False
441,Stradale,-23,Restaurants,Cash,RON,13/01/2022,No,False
442,Abonament parcare 1 an,-68,Parking Fees,Cash,RON,13/01/2022,No,False
443,Stradale,-23,Restaurants,Cash,RON,11/01/2022,No,False
444,,-195.5,Electricity Bill,Cash,RON,11/01/2022,No,False
445,Cut and Crust,-104,Restaurants,Cash,RON,08/01/2022,No,False
446,Doru si Miha,-202.03,Friends & Lover,Cash,RON,08/01/2022,No,False
447,Ady,4000,Other Income,Cash,RON,08/01/2022,No,False
448,Stradale,-27,Restaurants,Cash,RON,07/01/2022,No,False
449,Stradale,-26,Restaurants,Cash,RON,06/01/2022,No,False
450,Tudi,-89.99,Friends & Lover,Cash,RON,06/01/2022,No,False
451,,6826,Salary,Cash,RON,06/01/2022,No,False
452,Bonus anual,6227,Salary,Cash,RON,06/01/2022,No,False
453,Profi,-9.77,Restaurants,Cash,RON,05/01/2022,No,False
454,Bonuri masa,323,Salary,Cash,RON,04/01/2022,No,False
455,Rig mining RX 580 8GB,5000,Selling,Cash,RON,03/01/2022,No,False
456,Ady,-188.91,Friends & Lover,Cash,RON,01/01/2022,No,False
457,Escape from Tarkov,-692.08,Games,Cash,RON,01/01/2022,No,False
458,Profi,-165.52,Food & Beverage,Cash,RON,31/12/2021,No,False
459,,-152.63,Water Bill,Cash,RON,30/12/2021,No,False
460,,-52.47,Internet Bill,Cash,RON,30/12/2021,No,False
461,Profi,-68.06,Personal Care,Cash,RON,29/12/2021,No,False
462,Oana,-68.39,Friends & Lover,Cash,RON,28/12/2021,No,False
463,Rig P106-100,3400,Selling,Cash,RON,28/12/2021,No,False
464,,-1.8,Parking Fees,Cash,RON,27/12/2021,No,False
465,,-8,Parking Fees,Cash,RON,27/12/2021,No,False
466,,-346.05,Petrol,Cash,RON,27/12/2021,No,False
467,Scoci,-22.5,Other Expense,Cash,RON,23/12/2021,No,False
468,Dedeman,-65.04,Other Expense,Cash,RON,23/12/2021,No,False
469,Fan Courier,-56.3,Other Expense,Cash,RON,23/12/2021,No,False
470,Laura,-504.27,Friends & Lover,Cash,RON,21/12/2021,No,False
471,Ciocolata calda,-5,Food & Beverage,Cash,RON,19/12/2021,No,False
472,Mariflor,-63.88,Restaurants,Cash,RON,19/12/2021,No,False
473,Profi,-114.63,Restaurants,Cash,RON,19/12/2021,No,False
474,Cristina,100,Other Income,Cash,RON,19/12/2021,No,False
475,Stradale,-22,Restaurants,Cash,RON,16/12/2021,No,False
476,RWS,150,Gifts,Cash,RON,16/12/2021,No,False
477,Transport moloz,-600,Home Improvement,Cash,RON,15/12/2021,No,False
478,Stradale,-27,Restaurants,Cash,RON,14/12/2021,No,False
479,Bitdefender Total Security 1 an,-49.99,Electronics,Cash,RON,14/12/2021,No,False
480,Pantaloni iarnă,-130,Clothing,Cash,RON,12/12/2021,No,False
481,Cadou Crăciun Stelian,-300.49,Charity,Cash,RON,12/12/2021,No,False
482,,-353.7,Petrol,Cash,RON,11/12/2021,No,False
483,Kaufland,-302.22,Restaurants,Cash,RON,09/12/2021,No,False
484,,6826,Salary,Cash,RON,08/12/2021,No,False
485,XRP,-500,Crypto Buy,Cash,RON,08/12/2021,No,False
486,,-231.6,Petrol,Cash,RON,04/12/2021,No,False
487,Bonuri masa,340,Salary,Cash,RON,03/12/2021,No,False
488,Eliminare teava gaz bucătărie,-100,Home Improvement,Cash,RON,02/12/2021,No,False
489,Montaj mobila bucătărie,-1900,Home Improvement,Cash,RON,02/12/2021,No,False
490,McDonald's,-39.2,Restaurants,Cash,RON,01/12/2021,No,False
491,,-70,Petrol,Cash,RON,01/12/2021,No,False
492,Dedeman,-57.9,Home Improvement,Cash,RON,01/12/2021,No,False
493,Ady,6550,Other Income,Cash,RON,01/12/2021,No,False
494,Ady,-33.21,Friends & Lover,Cash,RON,30/11/2021,No,False
495,Laura,-33.24,Friends & Lover,Cash,RON,30/11/2021,No,False
496,The Forest,-33.24,Games,Cash,RON,30/11/2021,No,False
497,,-254.31,Water Bill,Cash,RON,29/11/2021,No,False
498,,-52.44,Internet Bill,Cash,RON,29/11/2021,No,False
499,Stradale,-22,Restaurants,Cash,RON,26/11/2021,No,False
500,Stradale,-26,Restaurants,Cash,RON,24/11/2021,No,False
501,Laura,-3000,Other Expense,Cash,RON,23/11/2021,No,False
502,Mama,3000,Other Income,Cash,RON,22/11/2021,No,False
503,,-346.57,Petrol,Cash,RON,21/11/2021,No,False
504,Pizza,-35,Restaurants,Cash,RON,20/11/2021,No,False
505,Da Vinci,-15,Restaurants,Cash,RON,20/11/2021,No,False
506,Curier Altex,-10,Other Expense,Cash,RON,19/11/2021,No,False
507,Navigatie Android,-2350,Maintenance,Cash,RON,17/11/2021,No,False
508,Stradale,-32,Restaurants,Cash,RON,16/11/2021,No,False
509,Ikea - Mobila bucătărie,-7547.9,Home Improvement,Cash,RON,16/11/2021,No,False
510,Laura,4000,Other Income,Cash,RON,16/11/2021,No,False
511,Bala,215,Other Income,Cash,RON,16/11/2021,No,False
512,Mariflor,-117.14,Restaurants,Cash,RON,13/11/2021,No,False
513,Lidl,-103.38,Restaurants,Cash,RON,12/11/2021,No,False
514,Premium pizza,-31,Restaurants,Cash,RON,11/11/2021,No,False
515,Profi,-76.22,Restaurants,Cash,RON,11/11/2021,No,False
516,,-186.75,Electricity Bill,Cash,RON,11/11/2021,No,False
517,,6826,Salary,Cash,RON,08/11/2021,No,False
518,Profi,-75.7,Restaurants,Cash,RON,07/11/2021,No,False
519,Mariflor,-61.75,Restaurants,Cash,RON,06/11/2021,No,False
520,La fântâna,-31.55,Restaurants,Cash,RON,06/11/2021,No,False
521,Profi,-22.62,Restaurants,Cash,RON,06/11/2021,No,False
522,Oncos,-27.9,Restaurants,Cash,RON,06/11/2021,No,False
523,Schimb anvelope,-80,Maintenance,Cash,RON,06/11/2021,No,False
524,Laura,100,Other Income,Cash,RON,06/11/2021,No,False
525,Rovinieta Ford,-30,Transportation,Cash,RON,04/11/2021,No,False
526,,-50,Petrol,Cash,RON,04/11/2021,No,False
527,Bonuri masa,357,Salary,Cash,RON,03/11/2021,No,False
528,,-323.13,Petrol,Cash,RON,01/11/2021,No,False
529,Ady,-149.49,Friends & Lover,Cash,RON,01/11/2021,No,False
530,,-255.33,Water Bill,Cash,RON,28/10/2021,No,False
531,,-52.46,Internet Bill,Cash,RON,28/10/2021,No,False
532,Împrumut Paul,-500,Other Expense,Cash,RON,28/10/2021,No,False
533,Pablito,-28,Restaurants,Cash,RON,27/10/2021,No,False
534,Restituire avans Motel Gilău,2000,Other Income,Cash,RON,26/10/2021,No,False
535,Mama Uța,-169.5,Restaurants,Cash,RON,23/10/2021,No,False
536,Deposit Kriptomat,-9.9,Other Expense,Cash,RON,22/10/2021,No,False
537,Stradale,-26.5,Restaurants,Cash,RON,21/10/2021,No,False
538,,-153.22,Petrol,Cash,RON,21/10/2021,No,False
539,Taxa Extras carte funciara,-50,Fees & Charges,Cash,RON,21/10/2021,No,False
540,Laura,500,Other Income,Cash,RON,21/10/2021,No,False
541,Deposit Kriptomat,-9.92,Other Expense,Cash,RON,20/10/2021,No,False
542,Forza Horizon 5,-495.05,Games,Cash,RON,19/10/2021,No,False
543,Împrumut Paul,-500,Other Expense,Cash,RON,19/10/2021,No,False
544,SHIB,-74.28,Crypto Buy,Cash,RON,19/10/2021,No,False
545,Tinichigerie,-1000,Maintenance,Cash,RON,18/10/2021,No,False
546,Mama,1000,Other Income,Cash,RON,18/10/2021,No,False
547,Sirop,-120,Food & Beverage,Cash,RON,17/10/2021,No,False
548,,-30,Food & Beverage,Cash,RON,17/10/2021,No,False
549,Carrefour,-98.53,Restaurants,Cash,RON,16/10/2021,No,False
550,Cazare Arieșeni,-200,Travel,Cash,RON,16/10/2021,No,False
551,Curățenie,-1050,Home Services,Cash,RON,16/10/2021,No,False
552,Soluții curățat,-98.75,Home Improvement,Cash,RON,15/10/2021,No,False
553,Manopera,-5833,Home Improvement,Cash,RON,15/10/2021,No,False
554,Mama,5000,Other Income,Cash,RON,15/10/2021,No,False
555,Stradale,-27,Restaurants,Cash,RON,14/10/2021,No,False
556,Praguri,-200,Home Improvement,Cash,RON,13/10/2021,No,False
557,Fresh box,-26,Restaurants,Cash,RON,11/10/2021,No,False
558,Rest Usi,-4903.2,Home Improvement,Cash,RON,09/10/2021,No,False
559,"Bile Airsoft, accesorii",-209.89,Entertainment,Cash,RON,07/10/2021,No,False
560,Materiale izolatie exterioara,-1545,Home Improvement,Cash,RON,07/10/2021,No,False
561,BTC,1572.44,Crypto Sell,Cash,RON,07/10/2021,No,False
562,Avans tinichigerie,-800,Maintenance,Cash,RON,06/10/2021,No,False
563,,5721,Salary,Cash,RON,06/10/2021,No,False
564,Stradale,-26.5,Restaurants,Cash,RON,04/10/2021,No,False
565,Bonuri masa,308,Salary,Cash,RON,04/10/2021,No,False
566,Cidru,-95.6,Food & Beverage,Cash,RON,01/10/2021,No,False
567,Test antigen covid,-72,Doctor,Cash,RON,01/10/2021,No,False
568,,-263.42,Water Bill,Cash,RON,29/09/2021,No,False
569,,-52.31,Internet Bill,Cash,RON,29/09/2021,No,False
570,,-301.29,Petrol,Cash,RON,29/09/2021,No,False
571,Lustra de schimb,-99,Home Improvement,Cash,RON,29/09/2021,No,False
572,Suc,-6,Food & Beverage,Cash,RON,26/09/2021,No,False
573,Noodle Pack,-32.9,Restaurants,Cash,RON,26/09/2021,No,False
574,,-1250,Electricity Bill,Cash,RON,26/09/2021,No,False
575,Ulei,-10.5,Restaurants,Cash,RON,13/09/2021,No,False
576,Silviu,-100,Friends & Lover,Cash,RON,13/09/2021,No,False
577,L96 Airsoft,-1020.66,Entertainment,Cash,RON,13/09/2021,No,False
578,Nunta Cristi si Miruna,-500,Friends & Lover,Cash,RON,12/09/2021,No,False
579,Spartan,-37.5,Restaurants,Cash,RON,11/09/2021,No,False
580,Rainbow 6 siege,-29.93,Games,Cash,RON,11/09/2021,No,False
581,Decathlon,-109.98,Sports,Cash,RON,11/09/2021,No,False
582,Fresh box,-20,Restaurants,Cash,RON,10/09/2021,No,False
583,Fresh box,-20,Restaurants,Cash,RON,09/09/2021,No,False
584,Stradale,-22,Restaurants,Cash,RON,08/09/2021,No,False
585,,5721,Salary,Cash,RON,08/09/2021,No,False
586,Bonuri masa,294,Salary,Cash,RON,06/09/2021,No,False
587,,-356.65,Petrol,Cash,RON,05/09/2021,No,False
588,Laura,1000,Other Income,Cash,RON,04/09/2021,No,False
589,Fresh box,-24,Restaurants,Cash,RON,01/09/2021,No,False
590,"Switch, cablu, carcasa HDD intern",-105.05,Electronics,Cash,RON,01/09/2021,No,False
591,Pervaze,-83.15,Home Improvement,Cash,RON,01/09/2021,No,False
592,Apa,-1.95,Restaurants,Cash,RON,31/08/2021,No,False
593,Fresh box,-20,Restaurants,Cash,RON,31/08/2021,No,False
594,,-15.2,Taxi,Cash,RON,31/08/2021,No,False
595,,-17.2,Taxi,Cash,RON,31/08/2021,No,False
596,"Revizie + buton portbagaj, încărcare A/C",-918,Maintenance,Cash,RON,31/08/2021,No,False
597,ETH,-74.07,Crypto Buy,Cash,RON,30/08/2021,No,False
598,,-260.38,Water Bill,Cash,RON,29/08/2021,No,False
599,,-52.21,Internet Bill,Cash,RON,29/08/2021,No,False
600,Assetto Corsa,-99.2,Games,Cash,RON,29/08/2021,No,False
601,Mariflor,-96.13,Restaurants,Cash,RON,28/08/2021,No,False
602,Rezervare Mărișel,-100,Other Expense,Cash,RON,28/08/2021,No,False
603,Pablito,-20,Restaurants,Cash,RON,27/08/2021,No,False
604,Capsule CO2,-22,Entertainment,Cash,RON,27/08/2021,No,False
605,Împrumut Paul,-1000,Other Expense,Cash,RON,27/08/2021,No,False
606,,-77.8,Electricity Bill,Cash,RON,25/08/2021,No,False
607,Bere,-22,Food & Beverage,Cash,RON,24/08/2021,No,False
608,Pablito,-12,Restaurants,Cash,RON,24/08/2021,No,False
609,,-3.76,Parking Fees,Cash,RON,24/08/2021,No,False
610,Apa si banane,-5.78,Restaurants,Cash,RON,23/08/2021,No,False
611,Shanghai,-252.49,Restaurants,Cash,RON,21/08/2021,No,False
612,,-348.12,Petrol,Cash,RON,18/08/2021,No,False
613,Buton portbagaj,-75,Maintenance,Cash,RON,18/08/2021,No,False
614,Battlefield V,-3.87,Games,Cash,RON,18/08/2021,No,False
615,Manoperă poartă,-100,Home Improvement,Cash,RON,15/08/2021,No,False
616,Împrumut Paul,-1500,Other Expense,Cash,RON,15/08/2021,No,False
617,Pastile CO2,-40,Entertainment,Cash,RON,14/08/2021,No,False
618,Bere,-62.44,Food & Beverage,Cash,RON,13/08/2021,No,False
619,Lant si chain breaker,-124.98,Bike,Cash,RON,13/08/2021,No,False
620,Bilet CTP,-2.5,Transportation,Cash,RON,12/08/2021,No,False
621,,-10,Taxi,Cash,RON,12/08/2021,No,False
622,Șaibe 22,-24,Home Improvement,Cash,RON,12/08/2021,No,False
623,RX 470 defect,200,Selling,Cash,RON,11/08/2021,No,False
624,Cabana,-825,Other Expense,Cash,RON,10/08/2021,No,False
625,,5826,Salary,Cash,RON,09/08/2021,No,False
626,Bonuri masa,168,Salary,Cash,RON,03/08/2021,No,False
627,Fresh box,-20,Restaurants,Cash,RON,02/08/2021,No,False
628,"Vopsea, poxilina",-100,Home Improvement,Cash,RON,31/07/2021,No,False
629,,-72,Parking Fees,Cash,RON,29/07/2021,No,False
630,Avans cabana,-250,Other Expense,Cash,RON,29/07/2021,No,False
631,,-250.27,Water Bill,Cash,RON,28/07/2021,No,False
632,,-52.23,Internet Bill,Cash,RON,28/07/2021,No,False
633,Flori mama,-50,Friends & Lover,Cash,RON,28/07/2021,No,False
634,Lichid de parbriz,-6.34,Maintenance,Cash,RON,27/07/2021,No,False
635,Rigolă duș,-340,Home Improvement,Cash,RON,27/07/2021,No,False
636,"Topor, fierăstrău",-115.96,Other Expense,Cash,RON,27/07/2021,No,False
637,Pablito,-20,Restaurants,Cash,RON,26/07/2021,No,False
638,,-132.11,Petrol,Cash,RON,26/07/2021,No,False
639,Bere,-26.1,Food & Beverage,Cash,RON,24/07/2021,No,False
640,Meron,-28,Food & Beverage,Cash,RON,24/07/2021,No,False
641,,-8.22,Taxi,Cash,RON,24/07/2021,No,False
642,,-253.19,Petrol,Cash,RON,23/07/2021,No,False
643,Avans uși,-4500,Home Improvement,Cash,RON,23/07/2021,No,False
644,Suc si înghețată,-14.8,Restaurants,Cash,RON,22/07/2021,No,False
645,Volk,-60,Friends & Lover,Cash,RON,22/07/2021,No,False
646,Mama,5000,Other Income,Cash,RON,22/07/2021,No,False
647,Pantaloni scurți,-110,Clothing,Cash,RON,20/07/2021,No,False
648,Laura,-29.75,Friends & Lover,Cash,RON,20/07/2021,No,False
649,Kurtos Colacs,-10,Restaurants,Cash,RON,19/07/2021,No,False
650,,-274.76,Petrol,Cash,RON,19/07/2021,No,False
651,Poxilina,-14,Home Improvement,Cash,RON,19/07/2021,No,False
652,Măsurătoare uși,-100,Home Improvement,Cash,RON,19/07/2021,No,False
653,Cayac,-50,Entertainment,Cash,RON,18/07/2021,No,False
654,Grande pizza,-75,Restaurants,Cash,RON,16/07/2021,No,False
655,"Usa balcon, fereastra baie",-700,Home Improvement,Cash,RON,16/07/2021,No,False
656,Laura,700,Other Income,Cash,RON,16/07/2021,No,False
657,,-148.85,Electricity Bill,Cash,RON,13/07/2021,No,False
658,,-161.06,Petrol,Cash,RON,13/07/2021,No,False
659,"Gresie bucătărie, rosturi",-337.08,Home Improvement,Cash,RON,13/07/2021,No,False
660,"Parchet, plintă",-2145.96,Home Improvement,Cash,RON,13/07/2021,No,False
661,Ady,4000,Other Income,Cash,RON,13/07/2021,No,False
662,Bere Carrefour,-116.33,Food & Beverage,Cash,RON,09/07/2021,No,False
663,Cărbuni,-12.2,Restaurants,Cash,RON,09/07/2021,No,False
664,Mariflor,-87.93,Restaurants,Cash,RON,09/07/2021,No,False
665,Agape,-19,Restaurants,Cash,RON,09/07/2021,No,False
666,Fresh box,-20,Restaurants,Cash,RON,08/07/2021,No,False
667,Suc muncitori,-19.5,Home Improvement,Cash,RON,08/07/2021,No,False
668,McDonald's,-25.9,Restaurants,Cash,RON,07/07/2021,No,False
669,Fresh box,-20,Restaurants,Cash,RON,07/07/2021,No,False
670,Elastic păr,-10,Personal Care,Cash,RON,07/07/2021,No,False
671,,5621,Salary,Cash,RON,07/07/2021,No,False
672,Fresh box,-24,Restaurants,Cash,RON,06/07/2021,No,False
673,,-10,Taxi,Cash,RON,06/07/2021,No,False
674,,-10.4,Taxi,Cash,RON,06/07/2021,No,False
675,,-156.36,Petrol,Cash,RON,06/07/2021,No,False
676,"Plăcuțe față, arcuri spate, bușon ulei",-1036,Maintenance,Cash,RON,06/07/2021,No,False
677,Materiale,-662,Home Improvement,Cash,RON,06/07/2021,No,False
678,Manopera,-300,Home Improvement,Cash,RON,06/07/2021,No,False
679,Bonuri masa,252,Salary,Cash,RON,05/07/2021,No,False
680,Flori Sabina,-20,Friends & Lover,Cash,RON,03/07/2021,No,False
681,,-15,Food & Beverage,Cash,RON,01/07/2021,No,False
682,,-324.68,Petrol,Cash,RON,01/07/2021,No,False
683,,-165.28,Water Bill,Cash,RON,30/06/2021,No,False
684,,-36.56,Internet Bill,Cash,RON,30/06/2021,No,False
685,Parcare 6 luni,-600,Parking Fees,Cash,RON,30/06/2021,No,False
686,Manopera,-3339,Home Improvement,Cash,RON,30/06/2021,No,False
687,Laura,3600,Other Income,Cash,RON,30/06/2021,No,False
688,Bere,-10,Food & Beverage,Cash,RON,29/06/2021,No,False
689,,-3,Parking Fees,Cash,RON,29/06/2021,No,False
690,Manopera,-5000,Home Improvement,Cash,RON,29/06/2021,No,False
691,Laura,3500,Other Income,Cash,RON,29/06/2021,No,False
692,La fântâna,-10.8,Restaurants,Cash,RON,28/06/2021,No,False
693,Auchan,-36.1,Restaurants,Cash,RON,21/06/2021,No,False
694,"Bile Airsoft, accesorii",-154.94,Entertainment,Cash,RON,18/06/2021,No,False
695,Furtun robinet,-10.6,Home Improvement,Cash,RON,17/06/2021,No,False
696,Electrician,-50,Home Improvement,Cash,RON,16/06/2021,No,False
697,Mancare muncitori,-100,Home Improvement,Cash,RON,16/06/2021,No,False
698,,-8,Parking Fees,Cash,RON,14/06/2021,No,False
699,Gresie hol si bucătărie,-1560.53,Home Improvement,Cash,RON,14/06/2021,No,False
700,Lavoar baie,-750,Home Improvement,Cash,RON,14/06/2021,No,False
701,Lidl,-91.36,Restaurants,Cash,RON,12/06/2021,No,False
702,,-2348,Home Improvement,Cash,RON,11/06/2021,No,False
703,La fântâna,-15.6,Restaurants,Cash,RON,10/06/2021,No,False
704,Fresh box,-20,Restaurants,Cash,RON,10/06/2021,No,False
705,Doru,-289,Friends & Lover,Cash,RON,10/06/2021,No,False
706,,5621,Salary,Cash,RON,08/06/2021,No,False
707,Carrefour,-177.12,Restaurants,Cash,RON,07/06/2021,No,False
708,Spartan,-66,Restaurants,Cash,RON,07/06/2021,No,False
709,,-250,Family,Cash,RON,07/06/2021,No,False
710,WC suspendat,-1089,Home Improvement,Cash,RON,07/06/2021,No,False
711,Suc,-27,Restaurants,Cash,RON,06/06/2021,No,False
712,Drkye,-50,Other Expense,Cash,RON,06/06/2021,No,False
713,,-6,Parking Fees,Cash,RON,05/06/2021,No,False
714,,-304.28,Petrol,Cash,RON,04/06/2021,No,False
715,Bonuri masa,266,Salary,Cash,RON,04/06/2021,No,False
716,,-1250,Family,Cash,RON,01/06/2021,No,False
717,Cora,-40.74,Home Improvement,Cash,RON,01/06/2021,No,False
718,McDonald's,-24,Restaurants,Cash,RON,31/05/2021,No,False
719,Salad box,-22.49,Restaurants,Cash,RON,31/05/2021,No,False
720,Unicarm,-15.33,Restaurants,Cash,RON,30/05/2021,No,False
721,Bilet CTP,-2.5,Transportation,Cash,RON,29/05/2021,No,False
722,,-270,Petrol,Cash,RON,29/05/2021,No,False
723,,-147.07,Water Bill,Cash,RON,28/05/2021,No,False
724,,-80.31,Internet Bill,Cash,RON,28/05/2021,No,False
725,Cheie centrală,-2,Home Improvement,Cash,RON,26/05/2021,No,False
726,Kaufland,-235.46,Restaurants,Cash,RON,25/05/2021,No,False
727,Leroy Merlin,-130,Home Improvement,Cash,RON,25/05/2021,No,False
728,Unicarm,-34.25,Restaurants,Cash,RON,24/05/2021,No,False
729,Shadow,-75,Restaurants,Cash,RON,22/05/2021,No,False
730,Shanghai,-46.5,Restaurants,Cash,RON,18/05/2021,No,False
731,,-75.5,Electricity Bill,Cash,RON,18/05/2021,No,False
732,Bere,-70,Food & Beverage,Cash,RON,16/05/2021,No,False
733,Rovinieta,-138,Maintenance,Cash,RON,16/05/2021,No,False
734,DayZ,-241.85,Games,Cash,RON,16/05/2021,No,False
735,La ses,-60,Restaurants,Cash,RON,14/05/2021,No,False
736,Bogdan,-210.88,Friends & Lover,Cash,RON,14/05/2021,No,False
737,Vermintide 2,-20.39,Games,Cash,RON,14/05/2021,No,False
738,Vermintide 2,-20.39,Games,Cash,RON,13/05/2021,No,False
739,BTC,-1500,Crypto Buy,Cash,RON,13/05/2021,No,False
740,,-10,Restaurants,Cash,RON,11/05/2021,No,False
741,Cafea si apă,-22.44,Food & Beverage,Cash,RON,09/05/2021,No,False
742,Mesopotamia,-32.98,Restaurants,Cash,RON,09/05/2021,No,False
743,,-2,Parking Fees,Cash,RON,09/05/2021,No,False
744,,-163.65,Petrol,Cash,RON,09/05/2021,No,False
745,Giani,200,Other Income,Cash,RON,09/05/2021,No,False
746,Kebab,-19.9,Restaurants,Cash,RON,08/05/2021,No,False
747,Profi,-92.41,Restaurants,Cash,RON,08/05/2021,No,False
748,Bere,-28.16,Food & Beverage,Cash,RON,07/05/2021,No,False
749,,-15,Restaurants,Cash,RON,07/05/2021,No,False
750,,5621,Salary,Cash,RON,07/05/2021,No,False
751,Gallit,265,Salary,Cash,RON,07/05/2021,No,False
752,Echipament protecție airsoft,-236.78,Entertainment,Cash,RON,05/05/2021,No,False
753,"M4 airsoft, red dot",-858.91,Entertainment,Cash,RON,05/05/2021,No,False
754,Echipament camunflaj,-422.94,Sports,Cash,RON,05/05/2021,No,False
755,Bonuri masa,280,Salary,Cash,RON,05/05/2021,No,False
756,Mama,300,Gifts,Cash,RON,05/05/2021,No,False
757,Aur,1255,Selling,Cash,RON,04/05/2021,No,False
758,ETH,-1255,Crypto Buy,Cash,RON,04/05/2021,No,False
759,Desfundare țevi baie,-100,Home Improvement,Cash,RON,30/04/2021,No,False
760,,-10,Restaurants,Cash,RON,28/04/2021,No,False
761,,-145.04,Water Bill,Cash,RON,28/04/2021,No,False
762,,-80.78,Internet Bill,Cash,RON,28/04/2021,No,False
763,,-1730,Family,Cash,RON,28/04/2021,No,False
764,Gallit,500,Salary,Cash,RON,28/04/2021,No,False
765,RWS,150,Gifts,Cash,RON,26/04/2021,No,False
766,Premium pizza,-90,Restaurants,Cash,RON,23/04/2021,No,False
767,,-303.58,Petrol,Cash,RON,23/04/2021,No,False
