ID,Note,Amount,Category,Account,Currency,Date,Event,Exclude Report
775,Manopera,-300,Home Improvement,Cash,RON,06/07/2021,No,False
776,Bonuri masa,252,Salary,Cash,RON,05/07/2021,No,False
777,Flori Sabina,-20,Friends & Lover,Cash,RON,03/07/2021,No,False
778,,-15,Food & Beverage,Cash,RON,01/07/2021,No,False
779,,-324.68,Petrol,Cash,RON,01/07/2021,No,False
780,,-165.28,Water Bill,Cash,RON,30/06/2021,No,False
781,,-36.56,Internet Bill,Cash,RON,30/06/2021,No,False
782,Parcare 6 luni,-600,Parking Fees,Cash,RON,30/06/2021,No,False
783,Manopera,-3339,Home Improvement,Cash,RON,30/06/2021,No,False
784,Laura,3600,Other Income,Cash,RON,30/06/2021,No,False
785,Bere,-10,Food & Beverage,Cash,RON,29/06/2021,No,False
786,,-3,Parking Fees,Cash,RON,29/06/2021,No,False
787,Manopera,-5000,Home Improvement,Cash,RON,29/06/2021,No,False
788,Laura,3500,Other Income,Cash,RON,29/06/2021,No,False
789,La fântâna,-10.8,Restaurants,Cash,RON,28/06/2021,No,False
790,Auchan,-36.1,Restaurants,Cash,RON,21/06/2021,No,False
791,"Bile Airsoft, accesorii",-154.94,Entertainment,Cash,RON,18/06/2021,No,False
792,Furtun robinet,-10.6,Home Improvement,Cash,RON,17/06/2021,No,False
793,Electrician,-50,Home Improvement,Cash,RON,16/06/2021,No,False
794,Mancare muncitori,-100,Home Improvement,Cash,RON,16/06/2021,No,False
795,,-8,Parking Fees,Cash,RON,14/06/2021,No,False
796,Gresie hol si bucătărie,-1560.53,Home Improvement,Cash,RON,14/06/2021,No,False
797,Lavoar baie,-750,Home Improvement,Cash,RON,14/06/2021,No,False
798,Lidl,-91.36,Restaurants,Cash,RON,12/06/2021,No,False
799,,-2348,Home Improvement,Cash,RON,11/06/2021,No,False
800,La fântâna,-15.6,Restaurants,Cash,RON,10/06/2021,No,False
801,Fresh box,-20,Restaurants,Cash,RON,10/06/2021,No,False
802,Doru,-289,Friends & Lover,Cash,RON,10/06/2021,No,False
803,,5621,Salary,Cash,RON,08/06/2021,No,False
804,Carrefour,-177.12,Restaurants,Cash,RON,07/06/2021,No,False
805,Spartan,-66,Restaurants,Cash,RON,07/06/2021,No,False
806,,-250,Family,Cash,RON,07/06/2021,No,False
807,WC suspendat,-1089,Home Improvement,Cash,RON,07/06/2021,No,False
808,Suc,-27,Restaurants,Cash,RON,06/06/2021,No,False
809,Drkye,-50,Other Expense,Cash,RON,06/06/2021,No,False
810,,-6,Parking Fees,Cash,RON,05/06/2021,No,False
811,,-304.28,Petrol,Cash,RON,04/06/2021,No,False
812,Bonuri masa,266,Salary,Cash,RON,04/06/2021,No,False
813,,-1250,Family,Cash,RON,01/06/2021,No,False
814,Cora,-40.74,Home Improvement,Cash,RON,01/06/2021,No,False
815,McDonald's,-24,Restaurants,Cash,RON,31/05/2021,No,False
816,Salad box,-22.49,Restaurants,Cash,RON,31/05/2021,No,False
817,Unicarm,-15.33,Restaurants,Cash,RON,30/05/2021,No,False
818,Bilet CTP,-2.5,Transportation,Cash,RON,29/05/2021,No,False
819,,-270,Petrol,Cash,RON,29/05/2021,No,False
820,,-147.07,Water Bill,Cash,RON,28/05/2021,No,False
821,,-80.31,Internet Bill,Cash,RON,28/05/2021,No,False
822,Cheie centrală,-2,Home Improvement,Cash,RON,26/05/2021,No,False
823,Kaufland,-235.46,Restaurants,Cash,RON,25/05/2021,No,False
824,Leroy Merlin,-130,Home Improvement,Cash,RON,25/05/2021,No,False
825,Unicarm,-34.25,Restaurants,Cash,RON,24/05/2021,No,False
826,Shadow,-75,Restaurants,Cash,RON,22/05/2021,No,False
827,Shanghai,-46.5,Restaurants,Cash,RON,18/05/2021,No,False
828,,-75.5,Electricity Bill,Cash,RON,18/05/2021,No,False
829,Bere,-70,Food & Beverage,Cash,RON,16/05/2021,No,False
830,Rovinieta,-138,Maintenance,Cash,RON,16/05/2021,No,False
831,DayZ,-241.85,Games,Cash,RON,16/05/2021,No,False
832,La ses,-60,Restaurants,Cash,RON,14/05/2021,No,False
833,Bogdan,-210.88,Friends & Lover,Cash,RON,14/05/2021,No,False
834,Vermintide 2,-20.39,Games,Cash,RON,14/05/2021,No,False
835,Vermintide 2,-20.39,Games,Cash,RON,13/05/2021,No,False
836,BTC,-1500,Crypto Buy,Cash,RON,13/05/2021,No,False
837,,-10,Restaurants,Cash,RON,11/05/2021,No,False
838,Cafea si apă,-22.44,Food & Beverage,Cash,RON,09/05/2021,No,False
839,Mesopotamia,-32.98,Restaurants,Cash,RON,09/05/2021,No,False
840,,-2,Parking Fees,Cash,RON,09/05/2021,No,False
841,,-163.65,Petrol,Cash,RON,09/05/2021,No,False
842,Giani,200,Other Income,Cash,RON,09/05/2021,No,False
843,Kebab,-19.9,Restaurants,Cash,RON,08/05/2021,No,False
844,Profi,-92.41,Restaurants,Cash,RON,08/05/2021,No,False
845,Bere,-28.16,Food & Beverage,Cash,RON,07/05/2021,No,False
846,,-15,Restaurants,Cash,RON,07/05/2021,No,False
847,,5621,Salary,Cash,RON,07/05/2021,No,False
848,Gallit,265,Salary,Cash,RON,07/05/2021,No,False
849,Echipament protecție airsoft,-236.78,Entertainment,Cash,RON,05/05/2021,No,False
850,"M4 airsoft, red dot",-858.91,Entertainment,Cash,RON,05/05/2021,No,False
851,Echipament camunflaj,-422.94,Sports,Cash,RON,05/05/2021,No,False
852,Bonuri masa,280,Salary,Cash,RON,05/05/2021,No,False
853,Mama,300,Gifts,Cash,RON,05/05/2021,No,False
854,Aur,1255,Selling,Cash,RON,04/05/2021,No,False
855,ETH,-1255,Crypto Buy,Cash,RON,04/05/2021,No,False
856,Desfundare țevi baie,-100,Home Improvement,Cash,RON,30/04/2021,No,False
857,,-10,Restaurants,Cash,RON,28/04/2021,No,False
858,,-145.04,Water Bill,Cash,RON,28/04/2021,No,False
859,,-80.78,Internet Bill,Cash,RON,28/04/2021,No,False
860,,-1730,Family,Cash,RON,28/04/2021,No,False
861,Gallit,500,Salary,Cash,RON,28/04/2021,No,False
862,RWS,150,Gifts,Cash,RON,26/04/2021,No,False
863,Premium pizza,-90,Restaurants,Cash,RON,23/04/2021,No,False
864,,-303.58,Petrol,Cash,RON,23/04/2021,No,False
865,Premium pizza,-22.5,Restaurants,Cash,RON,22/04/2021,No,False
866,RCA,-839,Maintenance,Cash,RON,22/04/2021,No,False
867,Premium pizza,-22.5,Restaurants,Cash,RON,21/04/2021,No,False
868,Vin,-40,Food & Beverage,Cash,RON,19/04/2021,No,False
869,Shanghai,-46.5,Restaurants,Cash,RON,19/04/2021,No,False
870,Il Milanese,-70,Restaurants,Cash,RON,18/04/2021,No,False
871,Inscriere pilotdecurse.ro,-490,Other Expense,Cash,RON,18/04/2021,No,False
872,Premium pizza,-22.5,Restaurants,Cash,RON,16/04/2021,No,False
873,,-2700,Family,Cash,RON,15/04/2021,No,False
874,Gallit,535,Salary,Cash,RON,15/04/2021,No,False
875,Premium pizza,-22.5,Restaurants,Cash,RON,14/04/2021,No,False
876,,70,Other Income,Cash,RON,14/04/2021,No,False
877,Hot dog,-4,Restaurants,Cash,RON,13/04/2021,No,False
878,Spirt,-22.78,Health & Fitness,Cash,RON,13/04/2021,No,False
879,,-3000,Family,Cash,RON,13/04/2021,No,False
880,Premium pizza,-22.5,Restaurants,Cash,RON,12/04/2021,No,False
881,Carrefour,-28.65,Restaurants,Cash,RON,11/04/2021,No,False
882,Noodle Pack,-31.9,Restaurants,Cash,RON,11/04/2021,No,False
883,Spartan,-31.49,Restaurants,Cash,RON,10/04/2021,No,False
884,Carrefour,-96.33,Restaurants,Cash,RON,10/04/2021,No,False
885,Becuri E27 LED,-30,Electronics,Cash,RON,10/04/2021,No,False
886,Mihaela Moldovan,-67.35,Friends & Lover,Cash,RON,10/04/2021,No,False
887,XRP,4153.26,Crypto Sell,Cash,RON,10/04/2021,No,False
888,Premium pizza,-22.5,Restaurants,Cash,RON,09/04/2021,No,False
889,,-50,Charity,Cash,RON,09/04/2021,No,False
890,,-68.25,Electricity Bill,Cash,RON,08/04/2021,No,False
891,,5119,Salary,Cash,RON,08/04/2021,No,False
892,Bonus anual,3016,Salary,Cash,RON,08/04/2021,No,False
893,Bonuri masa,322,Salary,Cash,RON,06/04/2021,No,False
894,Premium pizza,-22.5,Restaurants,Cash,RON,05/04/2021,No,False
895,Kurtos Colacs,-15,Restaurants,Cash,RON,03/04/2021,No,False
896,Spalare interior/exterior,-55,Maintenance,Cash,RON,03/04/2021,No,False
897,Schimb anvelope,-60,Maintenance,Cash,RON,03/04/2021,No,False
898,Lidl,-280.48,Restaurants,Cash,RON,02/04/2021,No,False
899,Ciocolata de casa,-5,Restaurants,Cash,RON,31/03/2021,No,False
900,,-123.79,Water Bill,Cash,RON,31/03/2021,No,False
901,,-81.73,Internet Bill,Cash,RON,31/03/2021,No,False
902,Gallit,440,Salary,Cash,RON,31/03/2021,No,False
903,Premium pizza,-22.5,Restaurants,Cash,RON,29/03/2021,No,False
904,GTX 1060 6GB,1000,Selling,Cash,RON,27/03/2021,No,False
905,Premium pizza,-22.5,Restaurants,Cash,RON,25/03/2021,No,False
906,,-2000,Family,Cash,RON,24/03/2021,No,False
907,AMD RX 580 8gb,1596,Selling,Cash,RON,24/03/2021,No,False
908,Premium pizza,-22.5,Restaurants,Cash,RON,23/03/2021,No,False
909,,-50,Charity,Cash,RON,23/03/2021,No,False
910,Carrefour,-229.39,Restaurants,Cash,RON,21/03/2021,No,False
911,Premium pizza,-23,Restaurants,Cash,RON,19/03/2021,No,False
912,Spălătorie,-2.9,Bike,Cash,RON,19/03/2021,No,False
913,Premium pizza,-22.5,Restaurants,Cash,RON,17/03/2021,No,False
914,"Adaptor SATA-USB, Stick 64 GB",-66,Electronics,Cash,RON,17/03/2021,No,False
915,Gallit,400,Salary,Cash,RON,17/03/2021,No,False
916,Premium pizza,-22.5,Restaurants,Cash,RON,16/03/2021,No,False
917,,-199,Petrol,Cash,RON,14/03/2021,No,False
918,Laura,-20,Friends & Lover,Cash,RON,12/03/2021,No,False
919,Teste covid,-90,Pharmacy,Cash,RON,12/03/2021,No,False
920,XRP,1618.95,Crypto Sell,Cash,RON,12/03/2021,No,False
921,Rig mining P106-100,-9500,Electronics,Cash,RON,11/03/2021,No,False
922,Rig mining RX 580 4GB,4000,Selling,Cash,RON,11/03/2021,No,False
923,Apa,-7,Restaurants,Cash,RON,10/03/2021,No,False
924,,-189,Electricity Bill,Cash,RON,10/03/2021,No,False
925,Ochelari,-652.8,Health & Fitness,Cash,RON,10/03/2021,No,False
926,,5119,Salary,Cash,RON,10/03/2021,No,False
927,Premium pizza,-23.5,Restaurants,Cash,RON,09/03/2021,No,False
928,Premium pizza,-22.5,Restaurants,Cash,RON,09/03/2021,No,False
929,8 martie,-367.96,Friends & Lover,Cash,RON,07/03/2021,No,False
930,,-55.33,Personal Care,Cash,RON,07/03/2021,No,False
931,Back to da Vinci,-60,Restaurants,Cash,RON,05/03/2021,No,False
932,Bonuri masa,252,Salary,Cash,RON,05/03/2021,No,False
933,Gallit,500,Salary,Cash,RON,03/03/2021,No,False
934,Premium pizza,-22.5,Restaurants,Cash,RON,01/03/2021,No,False
935,AMD RX 580 8 GB,-1625,Electronics,Cash,RON,01/03/2021,No,False
936,,-122.78,Water Bill,Cash,RON,28/02/2021,No,False
937,,-71.58,Internet Bill,Cash,RON,28/02/2021,No,False
938,Mărțișoare,-37,Friends & Lover,Cash,RON,28/02/2021,No,False
939,Impozit,-201,Other Expense,Cash,RON,28/02/2021,No,False
940,Bere,-19.38,Food & Beverage,Cash,RON,27/02/2021,No,False
941,Premium pizza,-15,Restaurants,Cash,RON,27/02/2021,No,False
942,Premium pizza,-22.5,Restaurants,Cash,RON,24/02/2021,No,False
943,,-1710,Family,Cash,RON,24/02/2021,No,False
944,"Revizie, schimb lanț",-235,Bike,Cash,RON,23/02/2021,No,False
945,Gallit,500,Salary,Cash,RON,22/02/2021,No,False
946,Dedeman,-38.29,Other Expense,Cash,RON,18/02/2021,No,False
947,Premium pizza,-23.5,Restaurants,Cash,RON,17/02/2021,No,False
948,Shanghai,-25.5,Restaurants,Cash,RON,16/02/2021,No,False
949,Amenda parcare,-100,Fees & Charges,Cash,RON,16/02/2021,No,False
950,,-274.45,Petrol,Cash,RON,15/02/2021,No,False
951,Night of the dead,-54.6,Games,Cash,RON,14/02/2021,No,False
952,Tras arma M4 .223,-300,Entertainment,Cash,RON,12/02/2021,No,False
953,Premium pizza,-22.5,Restaurants,Cash,RON,11/02/2021,No,False
954,Priza tripla,-25,Electronics,Cash,RON,11/02/2021,No,False
955,,5119,Salary,Cash,RON,08/02/2021,No,False
956,BTC,-1500,Crypto Buy,Cash,RON,08/02/2021,No,False
957,ETH,-1500,Crypto Buy,Cash,RON,08/02/2021,No,False
958,Mancare chinezească,-61.96,Restaurants,Cash,RON,06/02/2021,No,False
959,,-1,Parking Fees,Cash,RON,06/02/2021,No,False
960,,-73,Petrol,Cash,RON,06/02/2021,No,False
961,Premium pizza,-23.5,Restaurants,Cash,RON,05/02/2021,No,False
962,Uscător de păr,-114.9,Personal Care,Cash,RON,05/02/2021,No,False
963,Lidl,-148.52,Restaurants,Cash,RON,04/02/2021,No,False
964,Priza cu contor,-69.9,Electronics,Cash,RON,04/02/2021,No,False
965,100 Euro,485,Selling,Cash,RON,04/02/2021,No,False
966,XRP,-500,Crypto Buy,Cash,RON,04/02/2021,No,False
967,Premium pizza,-22.5,Restaurants,Cash,RON,03/02/2021,No,False
968,,-133.2,Electricity Bill,Cash,RON,03/02/2021,No,False
969,Bonuri masa,280,Salary,Cash,RON,03/02/2021,No,False
970,Gallit,220,Salary,Cash,RON,03/02/2021,No,False
971,ETH,111.33,Crypto Sell,Cash,RON,03/02/2021,No,False
972,BTC,210.95,Crypto Sell,Cash,RON,03/02/2021,No,False
973,LTC,108.46,Crypto Sell,Cash,RON,03/02/2021,No,False
974,XRP,144.68,Crypto Sell,Cash,RON,31/01/2021,No,False
975,Premium pizza,-22.5,Restaurants,Cash,RON,29/01/2021,No,False
976,Aur,-1300,Investment,Cash,RON,29/01/2021,No,False
977,Adjust Balance,-216.08,Other Expense,Cash,RON,29/01/2021,No,True
978,BTC,-200,Crypto Buy,Cash,RON,29/01/2021,No,False
979,XLM,-200,Crypto Buy,Cash,RON,29/01/2021,No,False
980,XRP,-100,Crypto Buy,Cash,RON,29/01/2021,No,False
981,LTC,-100,Crypto Buy,Cash,RON,29/01/2021,No,False
982,ETH,-100,Crypto Buy,Cash,RON,29/01/2021,No,False
983,Premium pizza,-17.5,Restaurants,Cash,RON,28/01/2021,No,False
984,Carrefour,-63.2,Restaurants,Cash,RON,26/01/2021,No,False
985,,-155.67,Water Bill,Cash,RON,25/01/2021,No,False
986,,-71.39,Internet Bill,Cash,RON,25/01/2021,No,False
987,Mouse,-30,Electronics,Cash,RON,25/01/2021,No,False
988,Șervețele ochelari,-5,Personal Care,Cash,RON,25/01/2021,No,False
989,Premium pizza,-17.5,Restaurants,Cash,RON,22/01/2021,No,False
990,Monitor Viewsonic 31.5 VX3276,-1262.38,Electronics,Cash,RON,22/01/2021,No,False
991,Premium pizza,-17.5,Restaurants,Cash,RON,21/01/2021,No,False
992,,-2,Café,Cash,RON,20/01/2021,No,False
993,,-50,Charity,Cash,RON,19/01/2021,No,False
994,,-206.03,Petrol,Cash,RON,18/01/2021,No,False
995,,-1700,Family,Cash,RON,18/01/2021,No,False
996,Lidl,-255.41,Restaurants,Cash,RON,17/01/2021,No,False
997,Irish,-10,Restaurants,Cash,RON,16/01/2021,No,False
998,Premium pizza,-17.5,Restaurants,Cash,RON,14/01/2021,No,False
999,Tacâmuri,-6.17,Restaurants,Cash,RON,14/01/2021,No,False
1000,,-2900,Family,Cash,RON,13/01/2021,No,False
1001,Cablu alimentare laptop,-10,Electronics,Cash,RON,12/01/2021,No,False
1002,Carrefour,-49.6,Restaurants,Cash,RON,11/01/2021,No,False
1003,,5110,Salary,Cash,RON,11/01/2021,No,False
1004,Tudi,-60,Friends & Lover,Cash,RON,08/01/2021,No,False
1005,Donner XXL,-10,Restaurants,Cash,RON,06/01/2021,No,False
1006,,-9.88,Gifts & Donations,Cash,RON,06/01/2021,No,False
1007,Shanghai,-40.5,Restaurants,Cash,RON,05/01/2021,No,False
1008,Bonuri masa,224,Salary,Cash,RON,05/01/2021,No,False
1009,La ses,-50,Restaurants,Cash,RON,04/01/2021,No,False
1010,,-51.9,Taxi,Cash,RON,02/01/2021,No,False
1011,,-40,Gifts & Donations,Cash,RON,31/12/2020,No,False
1012,Profi,-74.43,Restaurants,Cash,RON,30/12/2020,No,False
1013,Shanghai,-50.5,Restaurants,Cash,RON,30/12/2020,No,False
1014,,-203.72,Water Bill,Cash,RON,30/12/2020,No,False
1015,,-71.57,Internet Bill,Cash,RON,30/12/2020,No,False
1016,Parcare 6 luni,-600,Parking Fees,Cash,RON,30/12/2020,No,False
1017,Bere,-28.25,Food & Beverage,Cash,RON,29/12/2020,No,False
1018,Profi,-17.91,Restaurants,Cash,RON,27/12/2020,No,False
1019,,-234.98,Petrol,Cash,RON,24/12/2020,No,False
1020,,-5,Other Expense,Cash,RON,24/12/2020,No,False
1021,Profi,-73.05,Restaurants,Cash,RON,21/12/2020,No,False
1022,Audify Music Player,-4.99,Other Expense,Cash,RON,21/12/2020,No,False
1023,Bere,-16.47,Food & Beverage,Cash,RON,19/12/2020,No,False
1024,Meniul zilei,-17.5,Restaurants,Cash,RON,17/12/2020,No,False
1025,La ses,-40,Restaurants,Cash,RON,15/12/2020,No,False
1026,,-1700,Family,Cash,RON,14/12/2020,No,False
1027,,-70,Petrol,Cash,RON,13/12/2020,No,False
1028,Bere,-20.52,Food & Beverage,Cash,RON,12/12/2020,No,False
1029,,-15,Taxi,Cash,RON,11/12/2020,No,False
1030,Shanghai,-25.5,Restaurants,Cash,RON,09/12/2020,No,False
1031,,-65.36,Personal Care,Cash,RON,09/12/2020,No,False
1032,La ses,-40,Restaurants,Cash,RON,08/12/2020,No,False
1033,Tras arma M4 .223,-223,Entertainment,Cash,RON,07/12/2020,No,False
1034,,5100,Salary,Cash,RON,07/12/2020,No,False
1035,Schimb anvelope,-70,Maintenance,Cash,RON,05/12/2020,No,False
1036,Foto si album nunta,-1280,Family,Cash,RON,05/12/2020,No,False
1037,Bere,-18,Food & Beverage,Cash,RON,04/12/2020,No,False
1038,McDonald's,-15,Restaurants,Cash,RON,04/12/2020,No,False
1039,Bonuri masa,224,Salary,Cash,RON,04/12/2020,No,False
1040,Cablu VGA-VGA,-19,Electronics,Cash,RON,03/12/2020,No,False
1041,Înlocuire brațe suspensie față si tampoane motor,-2651,Maintenance,Cash,RON,02/12/2020,No,False
1042,Bicicleta fitness Laura,-524.98,Friends & Lover,Cash,RON,01/12/2020,No,False
1043,Shadow,-30,Food & Beverage,Cash,RON,28/11/2020,No,False
1044,,-175.4,Water Bill,Cash,RON,27/11/2020,No,False
1045,,-71.58,Internet Bill,Cash,RON,27/11/2020,No,False
1046,Ady,-243.77,Family,Cash,RON,27/11/2020,No,False
1047,Arma 2 collection,-17.86,Games,Cash,RON,26/11/2020,No,False
1048,Profi,-47.55,Restaurants,Cash,RON,25/11/2020,No,False
1049,,-57.8,Taxi,Cash,RON,25/11/2020,No,False
1050,Adjust Balance,180,Other Income,Cash,RON,25/11/2020,No,True
1051,Profi,-63.54,Restaurants,Cash,RON,23/11/2020,No,False
1052,Taxa permis de conducere,-90,Fees & Charges,Cash,RON,23/11/2020,No,False
1053,Back to da Vinci,-60,Restaurants,Cash,RON,19/11/2020,No,False
1054,"Revizie + schimb bec ceata, buton portbagaj",-769,Maintenance,Cash,RON,16/11/2020,No,False
1055,Monitor Viewsonic 31.5,-1218,Electronics,Cash,RON,16/11/2020,No,False
1056,Masa cu sertare,-239,Home Improvement,Cash,RON,14/11/2020,No,False
1057,Mașina de găurit,-622,Other Expense,Cash,RON,14/11/2020,No,False
1058,Dedeman,-66.18,Other Expense,Cash,RON,14/11/2020,No,False
1059,Monitor Asus 27,440,Selling,Cash,RON,13/11/2020,No,False
1060,La ses,-50,Restaurants,Cash,RON,12/11/2020,No,False
1061,Laura,500,Gifts,Cash,RON,11/11/2020,No,False
1062,Birou standing,-1645.36,Home Improvement,Cash,RON,10/11/2020,No,False
1063,Kaufland,-251.53,Restaurants,Cash,RON,06/11/2020,No,False
1064,Ștergătoare si bec H4,-75,Maintenance,Cash,RON,06/11/2020,No,False
1065,Mama,-374.13,Family,Cash,RON,06/11/2020,No,False
1066,,5114,Salary,Cash,RON,05/11/2020,No,False
1067,,-10,Charity,Cash,RON,04/11/2020,No,False
1068,Bonuri masa,280,Salary,Cash,RON,04/11/2020,No,False
1069,,-217.65,Petrol,Cash,RON,03/11/2020,No,False
1070,Kaufland,-130.19,Restaurants,Cash,RON,31/10/2020,No,False
1071,,-166.29,Water Bill,Cash,RON,31/10/2020,No,False
1072,,-71.34,Internet Bill,Cash,RON,31/10/2020,No,False
1073,,-45.92,Pharmacy,Cash,RON,31/10/2020,No,False
1074,Mama,-330.75,Family,Cash,RON,31/10/2020,No,False
1075,Mama,-199.32,Family,Cash,RON,31/10/2020,No,False
1076,Dedeman,-43.73,Home Improvement,Cash,RON,31/10/2020,No,False
1077,Profi,-78.41,Restaurants,Cash,RON,29/10/2020,No,False
1078,Analize permis de conducere,-180,Doctor,Cash,RON,29/10/2020,No,False
1079,Bere,-12,Food & Beverage,Cash,RON,23/10/2020,No,False
1080,,-6.01,Food & Beverage,Cash,RON,23/10/2020,No,False
1081,Pablito,-39,Restaurants,Cash,RON,23/10/2020,No,False
1082,Dosar schimbare talon,-77.5,Transportation,Cash,RON,21/10/2020,No,False
1083,La ses,-48,Restaurants,Cash,RON,18/10/2020,No,False
1084,Cora,-212.08,Restaurants,Cash,RON,17/10/2020,No,False
1085,Spalare interior/exterior,-55,Maintenance,Cash,RON,17/10/2020,No,False
1086,Donner XXL,-5,Restaurants,Cash,RON,14/10/2020,No,False
1087,Kit gantere,-170,Sports,Cash,RON,14/10/2020,No,False
1088,Bere,-36,Food & Beverage,Cash,RON,11/10/2020,No,False
1089,Burger,-10,Restaurants,Cash,RON,11/10/2020,No,False
1090,Auchan,-194.65,Restaurants,Cash,RON,11/10/2020,No,False
1091,,-215.35,Petrol,Cash,RON,11/10/2020,No,False
1092,,3096,Salary,Cash,RON,07/10/2020,No,False
1093,,-73.94,Electricity Bill,Cash,RON,05/10/2020,No,False
1094,Profi,-26.5,Restaurants,Cash,RON,04/10/2020,No,False
1095,Mancare si apa,-32,Restaurants,Cash,RON,04/10/2020,No,False
1096,Măști,-13,Health & Fitness,Cash,RON,04/10/2020,No,False
1097,Tim - pt motorina,50,Other Income,Cash,RON,04/10/2020,No,False
1098,Mancare si apa,-27,Restaurants,Cash,RON,02/10/2020,No,False
1099,,-227.98,Petrol,Cash,RON,02/10/2020,No,False
1100,Tub neon,-5.8,Electronics,Cash,RON,02/10/2020,No,False
1101,Grande pizza,-10,Restaurants,Cash,RON,30/09/2020,No,False
1102,,-143.02,Water Bill,Cash,RON,30/09/2020,No,False
1103,,-71.11,Internet Bill,Cash,RON,30/09/2020,No,False
1104,DLC Civilization 6,-97.36,Games,Cash,RON,29/09/2020,No,False
1105,Bere,-15,Food & Beverage,Cash,RON,27/09/2020,No,False
1106,La ses,-22,Restaurants,Cash,RON,26/09/2020,No,False
1107,"Orange, Laura",-29.44,Phone Bill,Cash,RON,26/09/2020,No,False
1108,Pablito,-32,Restaurants,Cash,RON,25/09/2020,No,False
1109,Bere,-31,Food & Beverage,Cash,RON,24/09/2020,No,False
1110,Profi,-16.97,Restaurants,Cash,RON,24/09/2020,No,False
1111,Shanghai,-44.5,Restaurants,Cash,RON,23/09/2020,No,False
1112,Bere,-30.12,Food & Beverage,Cash,RON,18/09/2020,No,False
1113,Big Belly,-10,Restaurants,Cash,RON,18/09/2020,No,False
1114,La ses,-40,Restaurants,Cash,RON,17/09/2020,No,False
1115,Profi,-110.59,Restaurants,Cash,RON,13/09/2020,No,False
1116,La ses,-52,Restaurants,Cash,RON,10/09/2020,No,False
1117,,-73.94,Electricity Bill,Cash,RON,08/09/2020,No,False
1118,Mama,40,Gifts,Cash,RON,05/09/2020,No,False
1119,,3096,Salary,Cash,RON,04/09/2020,No,False
1120,,-5,Restaurants,Cash,RON,03/09/2020,No,False
1121,Bonuri masa,210,Salary,Cash,RON,03/09/2020,No,False
1122,La ses,-45,Restaurants,Cash,RON,02/09/2020,No,False
1123,,-3.5,Parking Fees,Cash,RON,02/09/2020,No,False
1124,Spalare interior/exterior,-55,Maintenance,Cash,RON,29/08/2020,No,False
1125,Mouse pad si cooler laptop,-101.86,Electronics,Cash,RON,28/08/2020,No,False
1126,Donner XXL,-10,Restaurants,Cash,RON,27/08/2020,No,False
1127,,-178.43,Water Bill,Cash,RON,27/08/2020,No,False
1128,,-69.83,Internet Bill,Cash,RON,27/08/2020,No,False
1129,Bere,-10,Food & Beverage,Cash,RON,26/08/2020,No,False
1130,McDonald's,-12,Restaurants,Cash,RON,26/08/2020,No,False
1131,Print shop,-6,Other Expense,Cash,RON,26/08/2020,No,False
1132,Cotton,-173,Food & Beverage,Cash,RON,25/08/2020,No,False
1133,Profi,-52.53,Restaurants,Cash,RON,25/08/2020,No,False
1134,Fan Courier,-55,Other Expense,Cash,RON,25/08/2020,No,False
1135,Tudi,100,Gifts,Cash,RON,25/08/2020,No,False
1136,Ady,100,Gifts,Cash,RON,25/08/2020,No,False
1137,Mama,350,Gifts,Cash,RON,25/08/2020,No,False
1138,Nobil sushi,-110,Restaurants,Cash,RON,23/08/2020,No,False
1139,Auchan,-469.9,Restaurants,Cash,RON,22/08/2020,No,False
1140,,-150.5,Petrol,Cash,RON,22/08/2020,No,False
1141,Piadina,-9,Restaurants,Cash,RON,18/08/2020,No,False
1142,Penny,-22.87,Restaurants,Cash,RON,18/08/2020,No,False
1143,Taxa emitere CI,-7,Fees & Charges,Cash,RON,15/08/2020,No,False
1144,Profi,-68.14,Restaurants,Cash,RON,14/08/2020,No,False
1145,La ses,-50,Restaurants,Cash,RON,12/08/2020,No,False
1146,,-52.4,Personal Care,Cash,RON,12/08/2020,No,False
1147,Limonadă,-20,Food & Beverage,Cash,RON,11/08/2020,No,False
1148,Profi,-23.15,Restaurants,Cash,RON,11/08/2020,No,False
1149,Profi,-42.63,Restaurants,Cash,RON,08/08/2020,No,False
1150,Euphoria,-41,Restaurants,Cash,RON,08/08/2020,No,False
1151,,-260.14,Petrol,Cash,RON,08/08/2020,No,False
1152,,-28.57,Petrol,Cash,RON,08/08/2020,No,False
1153,,-10,Taxi,Cash,RON,07/08/2020,No,False
1154,Volk,-50,Friends & Lover,Cash,RON,07/08/2020,No,False
1155,Mască,-3,Health & Fitness,Cash,RON,07/08/2020,No,False
1156,Taxa Extras carte funciara,-60,Fees & Charges,Cash,RON,07/08/2020,No,False
1157,Amenda viteza,-435,Fees & Charges,Cash,RON,07/08/2020,No,False
1158,,3343,Salary,Cash,RON,07/08/2020,No,False
1159,Pizza,-75,Restaurants,Cash,RON,06/08/2020,No,False
1160,"Apa, suc si chipsuri",-16.16,Food & Beverage,Cash,RON,05/08/2020,No,False
1161,Bonuri masa,252,Salary,Cash,RON,05/08/2020,No,False
1162,,-224.14,Petrol,Cash,RON,03/08/2020,No,False
1163,Laura,-7,Friends & Lover,Cash,RON,03/08/2020,No,False
1164,,-36,Parking Fees,Cash,RON,01/08/2020,No,False
1165,Pantofi,-50,Footwear,Cash,RON,01/08/2020,No,False
1166,Bere,-30,Food & Beverage,Cash,RON,31/07/2020,No,False
1167,,-135.43,Water Bill,Cash,RON,31/07/2020,No,False
